Year,Name,Position,College,Conference,Conference Rank,Round,Pick,AV,Games,Seasons,Height,Weight,40 Yard,Bench,Broad Jump,Shuttle,3 Cone,Vertical,Pass Att,Pass Completions,Pass Yds,Pass TD,Pass Int,Passer Rating,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Solo Tackles,Ast Tackles,Total Tackles,Tackles for Loss,Sacks,Int,Int Return Yards,Int TD,Pass Deflection,Fumble Recovery,Fumble Return Yards,Fumble TD,Forced Fumbles,PRs,PR Yds,PR TD,KRs,KR Yds,KR TD,XPA,XP%,FGA,FG%,Punts,Punt Avg
2018,D.J. Moore,WR,Maryland,Big Ten,2,1,24,8.75,36,3,72,210,4.42,15,132,4.07,6.95,39.5,0,0,0,0,0,0,17,125,1,146,2027,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15,334,0,15,153,0,0,0,0,0,0,0
2015,Tyler Lockett,WR,Kansas State,Big 12,3,3,69,8.714285714,47,4,70,182,4.4,12,121,4.07,6.89,35.5,0,0,0,0,0,0,22,192,0,249,3710,29,0,0,0,0,0,0,0,0,0,0,0,0,0,32,488,2,77,2196,4,0,0,0,0,0,0
2011,Jurrell Casey,DT,Southern California,Pac-10,9,3,77,8.7,38,3,73,300,5.04,26,101,4.78,7.51,27.5,0,0,0,0,0,0,0,0,0,0,0,0,59,79,138,22,9,1,0,0,1,1,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2016,Joey Bosa,DE,Ohio State,Big Ten,2,1,3,8.666666667,38,3,77,269,4.86,24,120,4.21,6.89,32,0,0,0,0,0,0,0,0,0,0,0,0,101,47,148,51,26,1,28,0,6,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0
2009,LeSean McCoy,RB,Pittsburgh,Big East,12,2,53,8.666666667,25,2,70,198,4.5,23,112,4.06,6.97,35.5,0,0,0,0,0,0,584,2816,35,65,549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0
2019,Maxx Crosby,DL,Small,MAC,10,4,106,8.666666667,27,2,77,255,4.66,23,122,4.13,6.89,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Clay Matthews,OLB,Southern California,Pac-10,9,1,26,8.636363636,47,4,75,240,4.58,23,121,4.18,6.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,57,40,97,13.5,5.5,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2014,Corey Linsley,C,Ohio State,Big Ten,2,5,161,8.625,49,4,75,296,5.24,36,110,4.56,7.64,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,T.Y. Hilton,WR,Small,Sun Belt,7,3,92,8.6,50,4,69,183,4.34,16,113,4.25,7.08,31.5,0,0,0,0,0,0,69,498,7,229,3531,24,0,0,0,0,0,0,0,0,0,0,0,0,0,49,614,2,105,2855,4,0,0,0,0,0,0
2009,Alex Mack,C,California,Pac-12,5,1,21,8.538461538,48,4,76,311,5.17,23,111,4.37,7.32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Le'Veon Bell,RB,Michigan State,Big Ten,2,2,48,8.5,40,3,73,230,4.6,24,118,4.24,6.75,31.5,0,0,0,0,0,0,671,3346,33,78,531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,11,219,0,0,0,0,0,0,0
2018,Mark Andrews,TE,Oklahoma,Big 12,3,3,86,8.5,35,3,77,256,4.67,17,113,4.38,7.34,31,0,0,0,0,0,0,0,0,0,112,1765,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Xavien Howard,CB,Baylor,Big 12,3,2,38,8.5,29,3,72,201,4.58,11,122,4.15,7.18,33,0,0,0,0,0,0,0,0,0,0,0,0,84,14,98,5.5,1.5,10,121,0,23,1,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,Tee Higgins,WR,Clemson,ACC,4,2,33,8.5,37,3,76,216,4.42,23,121,4.34,6.87,35.5,0,0,0,0,0,0,1,36,1,135,2448,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
2012,Dont'a Hightower,ILB,Alabama,SEC,1,1,25,8.444444444,44,4,74,265,4.62,28,112,4.3,7.08,32,0,0,0,0,0,0,0,0,0,0,0,0,101,133,234,21,5,1,29,0,7,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,Kareem Hunt,RB,Small,MAC,10,3,86,8.4,44,4,70,216,4.62,18,119,4.45,7.18,36.5,0,0,0,0,0,0,782,4945,44,73,555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Eddie Jackson,SS,Alabama,SEC,1,4,112,8.4,38,4,72,201,4.59,10,112,4.29,7.12,31,0,0,0,0,0,0,0,0,0,0,0,0,94,32,126,7.5,1,9,303,3,12,3,0,0,2,0,0,0,11,253,2,0,0,0,0,0,0
2019,Nick Bosa,DL,Ohio State,Big Ten,2,1,2,8.333333333,27,4,76,266,4.79,29,116,4.14,7.1,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Marquise Brown,WR,Oklahoma,Big 12,3,1,25,8.333333333,25,2,69,166,4.57,8,119,4.36,7.13,37.5,0,0,0,0,0,0,3,0,0,132,2413,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Daniel Jones,QB,Small,ACC,4,1,6,8.333333333,36,3,77,221,4.81,7,120,4.41,7,33.5,1275,764,8201,52,29,122.9,406,1323,17,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Eric Kendricks,ILB,UCLA,Pac-12,5,2,45,8.285714286,52,4,72,232,4.61,19,124,4.32,7.11,38,0,0,0,0,0,0,0,0,0,0,0,0,308,168,476,26,10,5,71,1,7,1,63,2,1,0,0,0,2,22,0,0,0,0,0,0,0
2014,Joel Bitonio,OG,Nevada,MWC,8,2,35,8.25,27,3,76,302,4.92,22,114,4.44,7.37,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Muhammad Wilkerson,DT,Temple,MAC,10,1,30,8.25,36,3,76,315,4.96,27,106,4.59,7.31,26,0,0,0,0,0,0,0,0,0,0,0,0,88,56,144,26,17,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,Keenan Allen,WR,California,Pac-12,5,3,76,8.222222222,33,3,74,206,4.58,20,125,4.28,7.07,36,0,0,0,0,0,0,30,230,2,205,2570,17,0,0,0,0,0,0,0,0,0,0,0,0,0,18,406,0,21,252,1,0,0,0,0,0,0
2009,Max Unger,C,Oregon,Pac-12,5,2,49,8.2,41,4,77,309,5.26,22,93,4.5,7.39,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Colin Kaepernick,QB,Nevada,WAC,13,2,36,8.166666667,51,4,77,233,4.53,17,115,4.18,6.85,32.5,1271,740,10098,82,24,142.5,600,4112,59,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Donovan Smith,OT,Penn State,ACC,4,2,34,8.142857143,48,4,78,338,5.27,26,109,4.79,7.95,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Jarvis Landry,WR,LSU,SEC,1,2,63,8.125,40,3,71,205,4.65,12,110,4.21,6.89,28.5,0,0,0,0,0,0,0,0,0,137,1809,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,5,87,0,0,0,0,0,0,0
2011,Justin Houston,OLB,Georgia,SEC,1,3,70,8.090909091,36,3,75,270,4.62,30,125,4.37,6.95,36.5,0,0,0,0,0,0,0,0,0,0,0,0,72,53,125,38,20,1,4,0,3,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Blake Bortles,QB,Small,American,6,1,3,8,37,3,77,232,4.93,16,115,4.21,7.08,32.5,891,585,7598,56,19,153.8,195,561,15,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Danielle Hunter,DE,LSU,SEC,1,3,88,8,26,2,77,252,4.57,25,122,4.35,7.07,40.5,0,0,0,0,0,0,0,0,0,0,0,0,52,90,142,21,4.5,0,0,0,8,1,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2016,Ryan Kelly,C,Alabama,American,6,1,18,8,50,4,76,311,5.03,26,103,4.59,7.58,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sheldon Richardson,DT,Missouri,SEC,1,1,13,8,13,1,74,294,5.02,30,116,4.43,7.49,32,0,0,0,0,0,0,0,0,0,0,0,0,54,58,112,18.5,6,0,0,0,4,1,60,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2021,Alex Leatherwood,OL,Alabama,SEC,1,1,17,8,37,4,77,312,4.96,33,118,4.43,7.22,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Terry McLaurin,WR,Ohio State,Big Ten,2,3,76,8,44,4,72,208,4.35,18,125,4.15,7.01,37.5,0,0,0,0,0,0,0,0,0,75,1251,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021,Royce Newman,OL,Mississippi,SEC,1,0,0,8,37,5,77,310,5.14,23,104,4.75,7.91,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Ed Oliver,DL,Small,American,6,1,9,8,40,4,74,287,4.63,32,120,4.4,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Kyle Pitts,TE,Florida,SEC,1,1,4,8,24,3,77,245,4.44,22,129,4.3,7.12,33.5,0,0,0,0,0,0,0,0,0,100,1492,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Amon-Ra St. Brown,WR,USC,Pac-12,5,4,112,8,30,3,71,197,4.51,20,127,4.17,6.88,38.5,0,0,0,0,0,0,9,69,1,178,2270,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,19,107,0,0,0,0,0,0,0
2021,Javonte Williams,RB,Small,ACC,4,2,35,8,34,3,69,212,4.55,22,123,4.09,6.97,36,0,0,0,0,0,0,366,2297,29,50,539,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Nate Solder,OT,Colorado,Big 12,3,1,17,7.9,48,4,80,319,4.96,21,110,4.34,7.44,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dez Bryant,WR,Oklahoma State,Big 12,3,1,24,7.88889,28,3,74,225,4.52,13,120,4.47,7.23,31.5,0,0,0,0,0,0,2,16,0,147,2425,29,0,0,0,0,0,0,0,0,0,0,0,0,0,6,143,0,22,431,3,0,0,0,0,0,0
2009,Arian Foster,RB,Tennessee,SEC,1,0,0,7.875,47,4,73,226,4.69,23,113,4.43,6.94,32,0,0,0,0,0,0,650,2964,23,83,742,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,174,0,0,0,0,0,0,0
2015,Melvin Gordon,RB,Wisconsin,Big Ten,2,1,15,7.857142857,45,4,73,215,4.52,19,126,4.07,7.04,35,0,0,0,0,0,0,631,4915,45,22,228,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,174,0,0,0,0,0,0,0
2016,Leonard Floyd,OLB,Georgia,SEC,1,1,9,7.833333333,37,3,78,244,4.6,19,127,4.27,6.75,39.5,0,0,0,0,0,0,0,0,0,0,0,0,90,92,182,26.5,17,0,0,0,4,2,96,1,5,0,0,0,0,0,0,0,0,0,0,0,0
2016,Justin Simmons,FS,Boston College,ACC,4,3,98,7.833333333,45,4,74,202,4.61,16,126,3.85,6.58,40,0,0,0,0,0,0,0,0,0,0,0,0,165,64,229,4,1,8,50,0,9,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012,Stephon Gilmore,CB,South Carolina,SEC,1,1,10,7.8,40,3,72,190,4.38,15,123,3.94,6.61,36,0,0,0,0,0,0,0,0,0,0,0,0,140,41,181,15,7,8,86,1,0,0,0,0,0,2,47,0,28,206,0,0,0,0,0,0,0
2014,Kyle Fuller,CB,Virginia Tech,ACC,4,1,14,7.714285714,46,4,72,190,4.49,12,128,4.19,6.9,38.5,0,0,0,0,0,0,0,0,0,0,0,0,129,44,173,23.5,4.5,6,10,0,21,1,0,0,3,0,0,0,3,41,1,0,0,0,0,0,0
2016,De'Vondre Campbell,OLB,Minnesota,Big Ten,2,4,115,7.666666667,36,3,76,232,4.58,16,116,4.25,7.37,34,0,0,0,0,0,0,0,0,0,0,0,0,127,79,206,16,6.5,2,27,1,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,Josh Jacobs,RB,Alabama,SEC,1,1,24,7.666666667,40,3,70,220,4.55,16,119,4.51,7.28,33,0,0,0,0,0,0,251,1491,16,48,571,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,18,514,1,0,0,0,0,0,0
2019,Elgton Jenkins,OL,Small,SEC,1,2,44,7.666666667,40,4,76,310,4.95,29,109,4.62,7.77,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Diontae Johnson,WR,Small,MAC,10,3,66,7.666666667,38,3,70,183,4.53,15,123,4.45,7.09,33.5,0,0,0,0,0,0,4,26,0,135,2235,23,0,0,0,0,0,0,0,0,0,0,0,0,0,17,343,2,78,1826,2,0,0,0,0,0,0
2017,Dion Dawkins,OG,Temple,American,6,2,63,7.6,46,4,76,314,5.11,26,106,4.78,7.3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Chris Godwin,WR,Penn State,Big Ten,2,3,84,7.6,39,3,73,209,4.42,19,126,4,7.01,36,0,0,0,0,0,0,3,14,0,154,2421,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Marlon Humphrey,CB,Alabama,SEC,1,1,16,7.6,29,2,72,197,4.41,10,125,3.96,6.75,28,0,0,0,0,0,0,0,0,0,0,0,0,61,20,81,6.5,0,5,46,1,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,George Kittle,TE,Iowa,Big Ten,2,5,146,7.6,25,4,76,247,4.52,18,132,4.32,6.84,35,0,0,0,0,0,0,0,0,0,48,737,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,0,0,0
2013,Eddie Lacy,RB,Alabama,SEC,1,2,61,7.6,38,3,71,231,4.55,19,109,4.28,6.91,28.5,0,0,0,0,0,0,355,2402,30,35,338,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Marshon Lattimore,CB,Ohio State,Big Ten,2,1,11,7.6,16,2,72,193,4.36,12,132,4.2,6.68,38.5,0,0,0,0,0,0,0,0,0,0,0,0,34,11,45,1,0,4,61,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Harrison Smith,SS,Notre Dame,Ind,13,1,29,7.6,51,4,74,213,4.54,19,122,4.12,6.63,34,0,0,0,0,0,0,0,0,0,0,0,0,186,121,307,18.5,3.5,7,54,0,20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2015,Brandon Scherff,OT,Iowa,Big Ten,2,1,5,7.571428571,57,5,77,319,5.05,23,109,4.35,7.56,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Gerald McCoy,DT,Oklahoma,Big 12,3,1,3,7.545454545,40,3,76,295,5.04,23,114,4.48,7.32,30.5,0,0,0,0,0,0,0,0,0,0,0,0,51,32,83,33,14.5,1,12,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2014,Anthony Barr,OLB,UCLA,Pac-12,5,1,9,7.5,50,4,77,255,4.66,15,119,4.19,6.82,34.5,0,0,0,0,0,0,0,0,0,0,0,0,105,47,152,41.5,23.5,0,0,0,1,4,0,0,6,0,0,0,1,10,0,0,0,0,0,0,0
2012,Mark Barron,SS,Alabama,SEC,1,1,7,7.5,52,4,73,213,4.54,14,124,4.32,7.03,37,0,0,0,0,0,0,0,0,0,0,0,0,149,86,235,13,5,12,145,1,11,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2018,Harold Landry,EDGE,Boston College,ACC,4,2,41,7.5,38,4,75,252,4.64,24,119,4.19,6.88,36,0,0,0,0,0,0,0,0,0,0,0,0,100,58,158,48,25,1,20,0,6,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2009,James Laurinaitis,ILB,Ohio State,Big Ten,2,2,35,7.5,51,4,74,244,4.72,22,115,4.24,6.93,33,0,0,0,0,0,0,0,0,0,0,0,0,159,216,375,24.5,13,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Chase Claypool,WR,Notre Dame,Ind,13,2,49,7.5,45,4,76,238,4.42,19,126,4.47,6.96,40.5,0,0,0,0,0,0,3,6,0,150,2159,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Jonah Jackson,OL,Ohio State,Big Ten,2,3,75,7.5,13,3,75,306,5.23,28,98,5.02,7.83,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Darnell Mooney,WR,Small,American,6,5,173,7.5,46,4,70,176,4.38,9,124,4.15,7.01,37,0,0,0,0,0,0,5,28,0,154,2572,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0
2020,Terence Steele,OL,Small,Big 12,3,0,0,7.5,39,3,78,312,5.03,27,106,5.08,8.35,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Robert Quinn,DE,North Carolina,ACC,4,1,14,7.454545455,25,2,76,265,4.62,22,116,4.4,7.13,34,0,0,0,0,0,0,0,0,0,0,0,0,57,29,86,25.5,13,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2015,Andrus Peat,OT,Stanford,Pac-12,5,1,13,7.428571429,12,1,79,313,5.18,22,105,4.62,8.01,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Devin McCourty,CB,Rutgers,Big East,12,1,27,7.416666667,52,4,71,193,4.38,16,126,4.07,6.7,36,0,0,0,0,0,0,0,0,0,0,0,0,149,89,238,12,1,6,105,2,0,0,0,0,0,5,102,0,15,357,1,0,0,0,0,0,0
2010,Mike Iupati,OG,Small,WAC,13,1,17,7.363636364,50,4,77,331,5.24,27,92,4.93,7.85,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Kenny Clark,DT,UCLA,Pac-12,5,1,27,7.333333333,37,3,75,314,5.06,29,102,4.62,7.7,28.5,0,0,0,0,0,0,0,0,0,0,0,0,96,63,159,20,6.5,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Amari Cooper,WR,Alabama,SEC,1,1,4,7.333333333,39,3,73,211,4.42,16,120,3.98,6.71,33,0,0,0,0,0,0,6,51,0,228,3463,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Aaron Hernandez,TE,Florida,SEC,1,4,113,7.333333333,40,3,74,245,4.64,22,116,4.14,7.35,36.5,0,0,0,0,0,0,1,16,0,111,1382,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0
2010,Jason Pierre-Paul,DE,South Florida,Big East,12,1,15,7.333333333,13,1,77,270,4.71,19,115,4.67,7.18,30.5,0,0,0,0,0,0,0,0,0,0,0,0,27,18,45,16.5,6.5,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,David Edwards,OT,Wisconsin,Big Ten,2,5,169,7.333333333,27,5,78,308,5.28,21,99,4.77,7.69,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Kaleb McGary,OT,Washington,Pac-12,5,1,31,7.333333333,37,3,79,317,5.05,23,111,4.58,7.66,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,David Montgomery,RB,Small,Big 12,3,3,73,7.333333333,37,3,70,222,4.63,15,121,4.44,7.37,28.5,0,0,0,0,0,0,624,2925,26,71,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Christian Wilkins,DL,Clemson,ACC,4,1,13,7.333333333,39,3,75,315,5.04,28,107,4.55,7.65,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Teddy Bridgewater,QB,Louisville,American,6,1,32,7.285714286,39,3,74,214,4.91,12,113,4.2,7.17,30,1142,781,9817,72,24,157.2,226,170,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Frank Clark,DE,Michigan,Big Ten,2,2,63,7.285714286,34,3,75,271,4.79,19,118,4.05,7.08,38.5,0,0,0,0,0,0,0,0,0,0,0,0,66,48,114,35,11,1,7,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Laken Tomlinson,OG,Small,ACC,4,1,28,7.285714286,42,4,75,323,5.33,25,103,4.87,8.17,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,K.J. Wright,OLB,Mississippi State,SEC,1,4,99,7.272727273,47,4,75,246,4.71,20,120,4.46,7.26,32,0,0,0,0,0,0,0,0,0,0,0,0,131,127,258,22.5,8,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,Saquon Barkley,RB,Small,Big Ten,2,1,2,7.25,38,3,72,233,4.4,29,130,4.24,7.19,41,0,0,0,0,0,0,671,3843,43,102,1195,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,500,2,0,0,0,0,0,0
2010,Linval Joseph,DT,Small,CUSA,11,2,46,7.25,41,3,76,328,5.09,39,100,4.71,8.12,30,0,0,0,0,0,0,0,0,0,0,0,0,57,86,143,29.5,6.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,Jeremy Maclin,WR,Missouri,Big 12,3,1,19,7.25,28,2,72,198,4.43,15,123,4.53,6.95,35.5,0,0,0,0,0,0,91,668,6,182,2315,22,0,0,0,0,0,0,0,0,0,0,0,0,0,48,577,3,85,2049,2,0,0,0,0,0,0
2018,Kolton Miller,OT,UCLA,Pac-12,5,1,15,7.25,36,3,81,309,4.95,24,121,4.49,7.34,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Daron Payne,DT,Alabama,SEC,1,0,0,7.25,35,3,74,311,4.95,27,107,4.71,7.58,28.5,0,0,0,0,0,0,0,0,0,0,0,0,39,63,102,5,3,1,21,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,Braden Smith,OG,Auburn,SEC,1,2,37,7.25,22,4,78,315,5.22,35,113,4.77,7.75,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Dontari Poe,DT,Small,CUSA,11,1,11,7.222222222,35,3,75,346,4.89,44,105,4.56,7.9,29.5,0,0,0,0,0,0,0,0,0,0,0,0,57,44,101,21.5,5,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,Jonathan Allen,DT,Alabama,SEC,1,1,17,7.2,50,4,75,286,5,21,108,4.5,7.49,30,0,0,0,0,0,0,0,0,0,0,0,0,78,74,152,44.5,28,0,75,1,6,3,30,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2012,Riley Reiff,OT,Iowa,Big Ten,2,1,23,7.2,40,3,78,313,5.16,23,98,4.75,7.87,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Deion Jones,OLB,Small,SEC,1,2,52,7.166666667,30,3,73,222,4.59,24,120,4.27,7.1,33,0,0,0,0,0,0,0,0,0,0,0,0,79,85,164,21,5,2,26,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Demaryius Thomas,WR,Georgia Tech,ACC,4,1,22,7.166666667,39,3,75,224,4.52,15,120,4.4,7.09,36.5,0,0,0,0,0,0,4,32,0,120,2339,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Malcom Brown,DT,Texas,Big 12,3,1,32,7.142857143,4,2,74,319,5.05,26,98,4.59,7.84,29.5,0,0,0,0,0,0,0,0,0,0,0,0,17,24,41,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Rob Havenstein,OT,Wisconsin,Big Ten,2,2,57,7.142857143,54,4,79,321,5.46,16,96,4.87,8.28,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Jadeveon Clowney,DE,South Carolina,SEC,1,1,1,7.125,24,2,77,266,4.53,21,124,4.43,7.27,37.5,0,0,0,0,0,0,0,0,0,0,0,0,85,44,129,47,24,0,0,0,7,1,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0
